cifar10,Forest k-NN,5.0,,50.0,0.5,0.9512,2024-07-07 19:38:48.157153
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9256,2024-07-07 19:38:50.737994
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9331,2024-07-07 19:38:52.928774
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9497,2024-07-07 19:38:55.239477
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9193,2024-07-07 19:38:57.504322
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9119,2024-07-07 19:39:09.339870
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9427,2024-07-07 19:39:11.970703
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9256,2024-07-07 19:39:14.310936
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9489,2024-07-07 19:39:16.761657
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9096,2024-07-07 19:39:19.222394
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9452,2024-07-07 19:39:26.134551
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9455,2024-07-07 19:39:37.190502
cifar10,Forest k-NN,5.0,,50.0,0.5,0.943,2024-07-07 19:39:39.522200
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9441,2024-07-07 19:39:49.271186
cifar10,Forest k-NN,5.0,,50.0,0.5,0.9481,2024-07-07 19:39:57.876660
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9437,2024-07-07 19:40:00.148293
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9504,2024-07-07 19:40:09.078489
cifar10,Forest k-NN,5.0,15.0,,0.5,0.929,2024-07-07 19:40:11.555187
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9143,2024-07-07 19:40:13.901048
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9312,2024-07-07 19:40:16.315451
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9516,2024-07-07 19:40:18.720301
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9564,2024-07-07 19:40:21.149182
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9557,2024-07-07 19:40:23.521666
cifar10,Forest k-NN,5.0,15.0,,0.5,0.948,2024-07-07 19:40:25.915105
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9564,2024-07-07 19:40:28.271629
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9522,2024-07-07 19:40:30.625833
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9566,2024-07-07 19:40:32.930655
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9423,2024-07-07 19:40:35.189959
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9524,2024-07-07 19:40:37.463811
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9518,2024-07-07 19:40:50.834057
cifar10,Forest k-NN,,15.0,100.0,0.5,0.9603,2024-07-07 19:40:53.225195
cifar10,Forest k-NN,,15.0,100.0,0.5,0.9435,2024-07-07 19:40:55.668365
cifar10,Forest k-NN,,15.0,100.0,0.5,0.9481,2024-07-07 19:41:08.236780
cifar10,Forest k-NN,,15.0,100.0,0.5,0.9654,2024-07-07 19:41:10.512490
cifar10,Forest k-NN,,15.0,100.0,0.5,0.957,2024-07-07 19:41:12.896093
cifar10,Forest k-NN,5.0,,100.0,0.5,0.9598,2024-07-07 19:41:15.492071
cifar10,Forest k-NN,5.0,,100.0,0.5,0.9581,2024-07-07 19:41:17.670299
cifar10,Forest k-NN,5.0,,100.0,0.5,0.9494,2024-07-07 19:41:20.035945
cifar10,Forest k-NN,5.0,,100.0,0.5,0.9549,2024-07-07 19:41:22.367912
cifar10,Forest k-NN,5.0,,100.0,0.5,0.9467,2024-07-07 19:41:24.673023
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9609,2024-07-07 19:41:26.929408
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9494,2024-07-07 19:41:29.327745
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9626,2024-07-07 19:41:31.526372
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9549,2024-07-07 19:41:33.824152
cifar10,Forest k-NN,5.0,15.0,,0.5,0.9573,2024-07-07 19:41:44.902742
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9541,2024-07-07 19:41:55.984382
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9475,2024-07-07 19:41:58.820039
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9552,2024-07-07 19:42:01.082785
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9466,2024-07-07 19:42:03.549757
cifar10,Forest k-NN,5.0,15.0,100.0,,0.9593,2024-07-07 19:42:06.277123
